,road_number,origin_address,destination_address,distance,watercrossing,origin_lat,origin_long,destination_lat,destination_long,origin_lat_rad,origin_long_rad,destination_lat_rad,destination_long_rad
29,E05,"Poitiers, France","Bordeaux, France",256,False,46.5802596,0.340196,44.841225,-0.5800364,0.8129788964536968,0.005937540302114629,0.7826270168775943,-0.010123544961414837
30,E05,"Paris, France","Orléans, France",134,False,48.8566969,2.3514616,47.9027336,1.9086066,0.8527102225539067,0.041040747154213894,0.8360604220257163,0.0333114692952944
31,E05,"Orléans, France","Tours, France",118,False,47.9027336,1.9086066,47.3900474,0.6889268,0.8360604220257163,0.0333114692952944,0.8271123598061781,0.012024040965228468
32,E05,"Cádiz, Spain","Algeciras, Spain",117,False,36.5297438,-6.2928976,36.1311725,-5.4473991,0.637564304219985,-0.10983178261084912,0.6306079227310308,-0.09507504996517585
33,E05,"Sevilla, Spain","Cádiz, Spain",122,False,37.3886303,-5.9953403,36.5297438,-6.2928976,0.6525547015459152,-0.10463842801250459,0.637564304219985,-0.10983178261084912
34,E05,"Cordóba, Spain","Sevilla, Spain",141,False,37.8845813,-4.7760138,37.3886303,-5.9953403,0.6612106794244736,-0.08335716593068596,0.6525547015459152,-0.10463842801250459
35,E05,"Madrid, Spain","Cordóba, Spain",391,False,40.4167047,-3.7035825,37.8845813,-4.7760138,0.705404569821267,-0.06463970874424288,0.6612106794244736,-0.08335716593068596
36,E05,"Burgos, Spain","Madrid, Spain",250,False,42.343926,-3.696977,40.4167047,-3.7035825,0.7390409269208325,-0.0645244210205024,0.705404569821267,-0.06463970874424288
37,E05,"San Sebastián, Spain","Burgos, Spain",246,False,43.3224219,-1.9838889,42.343926,-3.696977,0.7561189020930976,-0.03462539329876853,0.7390409269208325,-0.0645244210205024
38,E05,"Bordeaux, France","San Sebastián, Spain",243,False,44.841225,-0.5800364,43.3224219,-1.9838889,0.7826270168775943,-0.010123544961414837,0.7561189020930976,-0.03462539329876853
39,E05,"Tours, France","Poitiers, France",101,False,47.3900474,0.6889268,46.5802596,0.340196,0.8271123598061781,0.012024040965228468,0.8129788964536968,0.005937540302114629
40,E05,"Birmingham, United Kingdom","Newbury, United Kingdom",166,False,52.4796992,-1.9026911,51.4020055,-1.3236425,0.9159435414962341,-0.033208224343392684,0.8971342381032342,-0.02310191974432904
41,E05,"Warrington, United Kingdom","Birmingham, United Kingdom",128,False,53.3899497,-2.5943178,52.4796992,-1.9026911,0.9318304097391588,-0.045279387453095746,0.9159435414962341,-0.033208224343392684
42,E05,"Preston, United Kingdom","Warrington, United Kingdom",49,False,53.7593363,-2.6992717,53.3899497,-2.5943178,0.9382774221219061,-0.047111178570904626,0.9318304097391588,-0.045279387453095746
43,E05,"Penrith, United Kingdom","Preston, United Kingdom",109,False,54.68613645,-2.7569406682809117,53.7593363,-2.6992717,0.9544531362473834,-0.0481176919436347,0.9382774221219061,-0.047111178570904626
44,E05,"Carlisle, United Kingdom","Penrith, United Kingdom",40,False,54.8948478,-2.9362311,54.68613645,-2.7569406682809117,0.9580958364911657,-0.05124690029445488,0.9544531362473834,-0.0481176919436347
45,E05,"Gretna, United Kingdom","Carlisle, United Kingdom",16,False,54.9953097,-3.0669404,54.8948478,-2.9362311,0.9598492274189749,-0.0535282079424319,0.9580958364911657,-0.05124690029445488
46,E05,"Glasgow, United Kingdom","Gretna, United Kingdom",142,False,55.8609825,-4.2488787,54.9953097,-3.0669404,0.9749580680239334,-0.0741569228328564,0.9598492274189749,-0.0535282079424319
47,E05,"Greenock, United Kingdom","Glasgow, United Kingdom",40,False,55.9473423,-4.7564721,55.8609825,-4.2488787,0.9764653308752972,-0.08301609892424898,0.9749580680239334,-0.0741569228328564
48,E05,"Le Havre, France","Paris, France",196,False,49.4938975,0.1079732,48.8566969,2.3514616,0.8638314710195901,0.0018844878439143416,0.8527102225539067,0.041040747154213894
49,E05,"Southampton, United Kingdom","Le Havre, France",207,True,50.9025349,-1.404189,49.4938975,0.1079732,0.8884168316163225,-0.02450772137028665,0.8638314710195901,0.0018844878439143416
50,E05,"Newbury, United Kingdom","Southampton, United Kingdom",71,False,51.4020055,-1.3236425,50.9025349,-1.404189,0.8971342381032342,-0.02310191974432904,0.8884168316163225,-0.02450772137028665
51,E06,"Karasjok, Norway","Kirkenes, Norway",267,False,69.4720741,25.5183286,69.7271478,30.0448971,1.2125164312344763,0.445378853675835,1.2169683071347206,0.524382377817896
52,E06,"Narvik, Norway","Olderfjord, Norway",612,False,68.28988385,17.086538711321808,70.4748985,25.064997,1.1918833189870015,0.2982163582820344,1.230019018833813,0.4374667246525012
53,E06,"Olderfjord, Norway","Karasjok, Norway",138,False,70.4748985,25.064997,69.4720741,25.5183286,1.230019018833813,0.4374667246525012,1.2125164312344763,0.445378853675835
54,E06,"Lillehammer, Norway","Trondheim, Norway",352,False,61.1333408,10.426585544131413,63.4305658,10.3951929,1.0669780797037842,0.18197824748593766,1.107072219612911,0.18143034248493764
55,E06,"Trondheim, Norway","Narvik, Norway",887,False,63.4305658,10.3951929,68.28988385,17.086538711321808,1.107072219612911,0.18143034248493764,1.1918833189870015,0.2982163582820344
56,E06,"Göteborg, Sweden","Oslo, Norway",314,False,57.7072326,11.9670171,59.9133301,10.7389701,1.0071812110842078,0.20886385003746352,1.0456848760792237,0.1874303865182247
57,E06,"Malmö, Sweden","Halmstad, Sweden",140,False,55.6052931,13.0001566,56.6739826,12.8574827,0.9704954461314844,0.22689553594487147,0.9891475965879765,0.22440540663321032
58,E06,"Oslo, Norway","Lillehammer, Norway",178,False,59.9133301,10.7389701,61.1333408,10.426585544131413,1.0456848760792237,0.1874303865182247,1.0669780797037842,0.18197824748593766
59,E06,"Trelleborg, Sweden","Malmö, Sweden",27,False,55.37592,13.1461522,55.6052931,13.0001566,0.9664921303209784,0.22944363985829608,0.9704954461314844,0.22689553594487147
60,E06,"Halmstad, Sweden","Göteborg, Sweden",136,False,56.6739826,12.8574827,57.7072326,11.9670171,0.9891475965879765,0.22440540663321032,1.0071812110842078,0.20886385003746352
61,E07,"Pau, France","Jaça, Spain",115,False,43.2957547,-0.3685668,42.5692515,-0.549372,0.7556534716508098,-0.006432704173539437,0.742973598784535,-0.009588350218266288
